Bullet_Brand,Bullet_Model,Bullet_Diameter(inch),Bullet_mass(gr),Bullet_Length(cm),MuzzleSpeed(m/s),BC_G1,BC_G7
SIERRA,HPBT Matchking,0.308,190,3.437,780,0,0
